date,cad_usd_close,shop_close,shop_to_close
2021-06-16,,,167.0469970703125
2021-06-17,0.8144648671150208,144.927001953125,179.00100708007812
2021-06-18,0.8100314736366272,146.68699645996094,182.03700256347656
2021-06-21,0.8032193183898926,148.0229949951172,182.3699951171875
2021-06-22,0.8084074258804321,150.843994140625,185.03599548339844
2021-06-23,0.8123477101325989,150.05299377441406,184.8090057373047
2021-06-24,0.8127900958061218,147.8990020751953,182.28399658203125
2021-06-25,0.8115368485450745,147.35400390625,181.24200439453125
2021-06-28,0.8135438561439514,149.49899291992188,184.4669952392578
2021-06-29,0.8107669949531555,148.2989959716797,183.8769989013672
2021-06-30,0.8066988587379456,146.09800720214844,181.28700256347656
2021-07-01,0.8069266676902771,145.8000030517578,
2021-07-02,0.8038132786750793,146.47500610351562,180.8249969482422
2021-07-05,0.8110299706459045,,181.41799926757812
2021-07-06,0.8103793859481812,153.80299377441406,191.63600158691406
2021-07-07,0.8026906251907349,152.02200317382812,189.86599731445312
2021-07-08,0.8011729121208191,146.33399963378906,183.80299377441406
2021-07-09,0.7982119917869568,149.49899291992188,186.2969970703125
2021-07-12,0.8034064769744873,149.4739990234375,186.2239990234375
2021-07-13,0.8028775453567505,151.64700317382812,189.98599243164062
2021-07-14,0.7986582517623901,146.3000030517578,183.00399780273438
2021-07-15,0.7990092635154724,144.14999389648438,181.47900390625
2021-07-16,0.7943442463874817,144.26300048828125,181.96299743652344
2021-07-19,0.7925876975059509,147.2010040283203,187.51199340820312
2021-07-20,0.7845598459243774,152.47799682617188,193.49400329589844
2021-07-21,0.7889483571052551,156.93600463867188,197.2010040283203
2021-07-22,0.7956145405769348,159.40899658203125,200.3509979248047
2021-07-23,0.7959248423576355,164.33200073242188,206.84500122070312
2021-07-26,0.7957032322883606,158.22799682617188,198.77200317382812
2021-07-27,0.7974482178688049,155.50999450683594,195.8300018310547
2021-07-28,0.7942054867744446,153.8000030517578,193.0659942626953
2021-07-29,0.7987411618232727,152.5,189.93800354003906
2021-07-30,0.8032580018043518,149.9929962158203,187.3000030517578
2021-08-02,0.8021368980407715,153.86700439453125,
2021-08-03,0.7999295592308044,152.25599670410156,191.00799560546875
2021-08-04,0.7978744506835938,155.552001953125,195.2310028076172
2021-08-05,0.797130286693573,154.55499267578125,193.16700744628906
2021-08-06,0.7999167442321777,152.50599670410156,191.54600524902344
2021-08-09,0.7954879999160767,154.99899291992188,194.88699340820312
2021-08-10,0.795304536819458,152.593994140625,191.24400329589844
2021-08-11,0.7987858653068542,148.5229949951172,185.75
2021-08-12,0.7995650768280029,150.32000732421875,188.1510009765625
2021-08-13,0.7987220883369446,149.8000030517578,187.46499633789062
2021-08-16,0.7989773154258728,148.89999389648438,187.2050018310547
2021-08-17,0.7955702543258667,148.18699645996094,187.0850067138672
2021-08-18,0.7919850945472717,148.91799926757812,188.67599487304688
2021-08-19,0.7896960377693176,146.61099243164062,188.11000061035156
2021-08-20,0.7793442010879517,145.07000732421875,186.19500732421875
2021-08-23,0.7796663045883179,148.14100646972656,187.63099670410156
2021-08-24,0.7904513478279114,153.8509979248047,193.9810028076172
2021-08-25,0.7939028143882751,155.2239990234375,195.34300231933594
2021-08-26,0.7943632006645203,151.55799865722656,192.04299926757812
2021-08-27,0.7883388996124268,153.14199829101562,193.41400146484375
